apresiasi,kritik,ulasan
1,0,sangat muas
1,0,mantab tangan adu bikin perang tetangga wkwk depok memang beda
0,1,telah di update susah mo klaim ktua rw susah lengkap data kata tlpn sudah di pakai
1,0,aplikasi bagus sangat bantu mohon tetap laku baru yg makin bagus terima kasih
0,1,saya pernah bikin kita lahir eh udah jadi kata adminya tapi ga bisa cek untuk di download
0,1,diinstal susah banget bolak balik ke menu telah terinstal aplikasi tidak muncul di layar hp
0,1,udah daftar tapi susah login
0,1,aplikasi gak guna force close mulu ga bisa download tiket daftar
0,1,keluar terus mau daftar onlen ke puskesmas sangat tdk efektif
0,1,saya harap bisa gabung untuk tambah wawas di aplikasi ini terus terang saya rw 002 desa kec pabuaran belum paham kena aplikasi sapa warga mana letak salah aplikasi saya ini belum aktip
0,1,ini aplikasi gimana sih udah daftar buat akte udah proses terus 2 hari kemudian minta di update pas di update malah gbs cek sts malah nik tidak di temu tolong lah ini baik mudah untuk sulit
0,1,hampir tiap hari saya coba daftar gigi gk bisa bisa nyoba mlm gk bisa nyoba subuh udh penuh trus harus jam brp daftar yg bnrnya jdi gk bisa ke dokter gigi padahal gusi 22 nya udh skit bgt di buat makan mau periksa gk dpt no mulu dri aplikasi ini gk tau knp
1,0,aplikasi yg sangat bantu dan bagus dan di tiap bantu pun saya dapet info dari sapa warga
0,1,saya mau upload berkas lamar malah keluar terus tolong baik udah gitu tolong untuk daftar jobsfair tidak usah terlalu banyak berkas yg harus diupload
1,0,aplikasi bagus dan manfaat banget moga kang admin sehat selalu
0,1,tolong baik lagi kenapa tiap saya mau buka selalu server tidak dukung dan tolong baik lagi cepat saya pake wifi pake kartu yang sinyal bagus selalu ganggu buat kerja makin lama buang buang waktu
0,1,gak bisa di pakai mohon di baik kalau mau sungguh
0,1,tolong baik lagi databasenya udah 3 kali daftar pake email yg beda udah verifikasi juga pas mau log in kata sandi salah aneh sih
0,1,saya menginstal aplikasi ini namun tidak dapat buka aplikasi selalu force close beberapa saat telah loading screen ketika aplikasi pertama buka
1,1,gmn ini mau pilih tanggal kunjung obat tidak bisa di klik hadeeehhh padahal udah bagus punya aplikasi seperti ini
1,0,alhamdulillah sangat mudah dan cepat jauh dari kata calo
1,0,mantaffff
0,1,aplikasi ini masih banyak kurang nya sangat buruk sekali turut saya 1 pada saat mau login slalu timeout terus 2 sering banget salah server 3 saya sudah login dan akhir bisa masuk dan telah masuk ke aplikasi nyata gambar nya tidak muncul 1 pun padahal koneksi internet saya lancar padahal saya mau daftar jobsfair tolong baik lagi aplikasi ini banyak orang di luar sana yg sangat butuh kerja
0,1,gak bisa upload foto pdhal sudah aktifin kamera
0,1,ga bisa masuk terus
0,1,gimana sih untuk respon dari aplikasi masih belum siap aplikasi udah launching tapi kok belum siap guna daftar aja tidak bisa kendala ada aja makanya untuk di selesai dulu masalah yang ada di aplikasi belum launching
0,1,aplikasi kenapa gk jelas hasil harus tidak ada masalah tapi kok hasil 38 5 dan tidak aman padahal uda tes hasil rapid negatif dan untuk isi form ulang harus 7 hari lagi terus kalo hasil tidak aman lagi harus nunggu 7 hari lagi tolong dong baik sistem gak sehat ini aplikasi rugi sekali
1,0,aplikasi sangat bagus dan bantu bagai tanya dan masalah saya selalu di tanggap lewat media centernya pokok top
0,1,saya sangat bantu dengan ada aplikasi sapa warga ini saya tau info banyak dari aplikasi ini dan saya jg bisa bantu warga saya yg dampak covid karena banyak warga saat ini benar benar sangat butuh bantu
0,1,perlu sigap baik aplikasi nih pas buka jadi salah server trs harus sih udh siap buat buka sama banyak orang kalo emang daftar job fair dari apk tsb thank you
1,1,aplikasi sangat bantu buat daftar online ke rsud cara kalau datang lngsng harus berangkat jam berapa ya selalu ga dapet nomer aplikasi mantap
1,0,sangat baik jd banyak bahan studi banding yg bs terap wilayah sendiri
0,1,turut saya aplikasi tidak sesuai dengan nama nya yaitu smart karena untuk urus data masih harus chat via whatsapp mana harus di saat jam kerja saran saya lebih baik buat seperti aplikasi dukcapil smart bantul bisa isi data saat tidak jam kerja di dalam aplikasi tidak perlu lalu wa dan tinggal tunggu hasil keluar saat sudah jam kerja via email ada kurang lebih mohon maaf terima kasih
1,1,aplikasi udah bagus lumayan cepat tapi kenapa lowong kerja tidak pernah update yg baru dari tahun kemaren itu saja lowong kerja klo bisa di baharu untuk lowong kerja karna kasihan banyak anggur di kota tangerang
0,1,sering keluar sendiri dari aplikasi bahkan semua aplikasi hilang bbrp saat inti baru masuk di menu tanpa pencet menu apa tau tau keluar sendiri dr aplikasi
0,1,aplikasi tidak bisa guna error terus
0,1,pa mohon bantu nya saya mau masuk ke aplikasi tp kata sudah daftar dan tapi tidka bisa log in nik dan email tidak sesuai kenapa padahal nik saya cuma 1 dan emai saya juga cuma 1 mohon di tinjau terima kasih
0,1,aplikasi sama sekali gak ngebantu mau login ke linknya ajha susah bener tulis jadi salah terus sama gak bisa buka tolong apliaksi nya baik lagi agar mudah masyarakat sama saja kalau ada aplikasi jss tp tidak bisa guna ujung nya harus ke balkot jga
1,0,amazing bingittt lh
0,1,mau vaksin harus lalu jaki tapi awal daftar sudah sulit cari lokasi faskes camat tidak daftar terus ada cuma 5 lokasi yang muncul dan hanya moderna
1,0,sangat bantu dengan ada aplikasi ini lebih masa pandemi syarat nya mudah tinggal upload saja proses aju sampai selesai masuk cepat moga makin tingkat lagi kualitas
1,0,bantu sekali aplikasi maju terus kota bandung
0,1,saya download app sapawarga ingin tahu kenapa keluarga saya tidak pernah dapat bantu lama pandemi tapi hanya bisa di akses oleh rw dan pihak desa sedang mereka saat tanya selalu jawab gak tau sudah dari sana saya sudah cari informasi di pikobar tapi nomor nik tidak di temu hubung hotline nya juga tapi tidak di balas hanya di balas oleh nomor hotline mesin otomatis jika memang tidak di daftar saya ingin tahu kenapa
0,1,tidak ada daftar langsung login langsung uninstall unfaedah
0,1,respon saya kait serifikat vaksin 1 yg belum keluar tidak dapat tanggap apa guna aplikasi ini sy asli surabaya padahal tp rasa di sulit
0,1,informasi kendara tidak sesuai malah muncul informasi kendara yang bukan milik saya mohon baik
0,1,layan adu respon cepat ada yg lambat perlu tingkat antar instansi untuk koordinasi kait adu masyarakat
0,1,ko baru download tiba crash trus muncul langsung log in gda sign up nya jd gak kepake mau masuk jg gak sba blm ada account
0,1,di lapor laksa tulis jika tidak ada tanggap lama 2x24 jam adu anggap selesai otomatis tapi telah saya kasih tanggap kolom komen gak bisa kirim terang jadi salah silah coba beberapa saat lagi jadi apa ini sengaja supaya adu anggap selesai otomatis
1,0,aplikasi yang manfaat banyak informasi kait layan perintah
0,1,usul saya mending buat versi web juga kalo mau buka via apk baru terus ampun deh kasih 1 bintang dulu kalo gak ada baik melulu dan bikin via web baru kasih bintang lagi
0,1,ngga bisa isi camat di menu daftar catin sudah klik cari tp tetap saja
0,1,cctv-nya tidak bisa di lihat cara online ketika buka cctv sedang dalam baik 12-03-2023
0,1,untuk syarat dan tentu ini lihat mana ga ada linknya kerahasiannya jaga kan ya
0,1,aplikasi hanya untuk ketua rw sedang bantu hanya yg deket sama rt rw aja yang pasti dapat bantu dan yang lain gak dapat kenapa tidak per kk saja jatah dapat bantu tanpa harus ketua rw yg daftarin pilih pilih kalau rt rw mah
1,1,pertama kali urus dokumen akta lahir anak mudah tidak makan waktu lama juga tapi sekarang tiap mau login selalu error servernya tolong dong baik dengan segera
1,0,mudah buat akte semua laku guna handphone saja tidak perlu antri panjang dan kita bisa putus rantai sebar covid 19 juga terimakasih
0,1,tempat ibadah ny belum lengkap vihara vihara belum di beri tau kelenteng dan vihara itu beda mohon di baik
0,1,hallo min tolong di respon cepat perihal masalah daftar vaksinasi di aplikasi jss kenapa saya tidak bisa login dan dapat info vaksin di app jss padahal belum bisa tolong baik dan saya belum dapat dosis2 vaksin moderna tolong bantu segera terimakasih
0,1,aplikasi aneh belum pernah daftar masa nik sudah pernah daftar terus boro boro daftar aplikasi aja baru tau gak mutu banget seh
0,1,cara daftar gimana udh isi nama mulai lewat wa gmail tapi kenapa belum ada balas hampir 1jam lebih nungguin tidak ada balesan
1,0,pass
1,1,sangat bantu untuk lebih kenal se jawa barat namun susah untuk kenal siapa yg like dan komen
1,0,ada nya aplikasi jss begitu sangat bantu warga jogja seperti urus ktp kk akta lahir dll demi nyaman warga jogja mohon terus kembang kan
0,1,app yg bagong tidak fungsi dengan baik ketika lapor di tl abal-abal magabut
1,1,dear admin terimakasih atas responnya akhir telah lebih dr 1 bulan sejak saya buat akun di jaki tiap kali saya mau masuk ga pernah bisa bilang suruh aktifasi email tapi sampe sekarang belum ada email aktifasi akhir sekarang ada email untuk aktivitas akun dan sekarang saya bisa guna akun jaki saya moga layan pada aplikasi jaki ke masyarakat pun bisa lebih cepat terimakasih editsetelahdirespon 01 06 20
0,1,mau bikin akun muncul tidak ada koneksi terus padahal jaring bagus
0,1,tolong dong baik maksimal mungkin udah lokasi mau tampilin barcode malah time out terus nunggu lama masih aja begitu kalau belum siap hadap dunia digital jangan coba di tempat umum langsung banyak yang rugi kalau kaya gitu mending pake amplop cokelat aja kan beres dari pd gunain aplikasi yang belum siap gitu aja si tolong baik maksimal mungkin jgn suka off web benah system yg bug fix terus masih bnyk warga yg mau tunggu maju di tgrng kitangerang
1,0,yg komentar jelek turut ngga smart pakai aplikasi soal layan puskesmas yg krg baik tdk ada hubung sma aplikasi aplikasi buat untuk mudah database agr laksana vaksin makin optimal namun banyak puskesmas bahkan sdmnya kurang baik itu urus pemda tempat bukan pemprov ini kondisi wabah kondisi yg luarbiasa sudah dg cepat antisipasi dg cara digital saja itu sgt bagus gmna kalau kalian tggal di luar dki mau marah2 ke lurah kabur aja kalian dari jkt edebah
1,0,bantu informasi dan tranfaransi data aplikasi yg bagus dan sangat baik
0,1,kenapa usia guna aplikasi ini batas hanya sampai tahun lahir 1960 atas
1,1,untuk aplikasi ini saya apresiasi 5 bintang tapi ada seding keluh ni mohon bantu saya coba buka banyak fitur di tangerang live tapi sayang malah saya di arah untuk ke google play dan v-appstore bukan hanya 1 fitur tapi cukup banyak sekian dari saya mohon bantu wassalamualaikum
1,0,baru mulai pemutahiran data bagus
0,1,kenapa telah diupdate ke versi 6 jika pakai jaring wifi susah sekali buka aplikas selalu time out jika pakai jaring data tdk ada masalah belum semua lancar2 saja
0,1,aplikasi sering keluar sendiri knp itu ya pdhl mw dftr online nih kl daftar offline selalu abis kuota
0,1,telah update malah gabisa masuk kata perangkat tidak asli saya pakai hp android one tidak pernah root aplikasi mbanking juga jalan normal ini sih aplikasi abal2
0,1,anak harus imunisasi tpi harus daftar online tapi aplikasi nya ga bisa di pake tiap mau daftar keluar mulu g guna bgt aplikasi nya
0,1,saya sudah daftar tp tidak bisa2 knp y
0,1,saya mau daftar kerja dengan syarat scan test clm namun ketika di download tidak bisa dan dan keburu hilang itu gimana cara min biar kita bisa lihat data kita kembali karena lagi sangat butuh sekali stelah laku ulang harus mnunggu yg lama jdi gmna cara lihat data yang awal terima kasih
1,0,respon cepat atas saran maupun masalah yang sampai
0,1,aplikasi serba bingung saya salah nyantumin alamat email dan telah itu gimana cara ganti gak tau gak ada tunjuk nya
0,1,server nya kurang bagus aplikasi ngelag kurang responsif lama loading awal saja cepat padahal buka aplikasi lain lancar kuota masih banyak
1,0,mudah mudah disduk kota bandung depan nya smakin innovative krn dengan sistem online cara tidak langsung calo ga bisa kutik krn warga bandung skrg uda pada pinter
0,1,maaf untuk proses nya mohon di cepat karna proses nya lama sekali hampir 2 minggu lebih masih proses tunggu untuk masuk aja supaya chat yg ada di dalam aplikasi nya untuk sigap dalam balas chatnya saya chat tidak ada balesan sama sekali kalau tidak ada pemberitahuan kepada guna supaya tau kapan beres supaya tidak tunggu hal yg tidak pasti guna kecewa
0,1,susah daftar di jjs smart
1,1,bagaimana niat perintah daerah bangun interaksi masyarakat dalam jalan roda perintah harus dukung penuh moga depan pelayanan2 tidak harus ke lurah atau ke dinas tapi lebih maju lagi jadi tidak perlu keluar rumah karena kota surabaya harus jadi leader bagi layan masyarakat masyarakat fokus kerja ibadah nian nikmat kota surabaya tidak perlu diribetkan dengan urus perintah bravo pemkot surabaya
0,1,masih banyak kurang nya menu status untuk apa jika status hanya yang sedia di aplikasi trs tambah buat saran aja tambah menu event latih gitu kalau ada putar tingkat mampu terampil edukasi atau lain pasti manfaat banget bagi kaum muda kaya anak kuliah
0,1,baru jg download mu nyoba tp udh tutup semua sipade sibenar si apa lg lupa keterangnny dr 14januari 2022 tutup hrs nya dr playstor udh ilang donk ngapain download tp dah tutup
1,0,mantap kembang komunikasi buat para rw lebih mudah
0,1,buka aplikasi jss saat masuk ke layan tidak bisa pakai data seluler kenapa harus pakai wifi
1,0,aplikasi sangat bantu adu lalu upik tangan dengan cepat
0,1,hallo saya mau daftar tapi kenapa eror terus ya terang format nik dan no kk tidak sesuai padahal saya sudah masuk nomor kk dan nik dengan sangat benar sudah coba berulangkali hasil tetap sama mohon bantu terima kasih untuk sekarang maaf saya beri ratting 1 dulu karena aplikasi tidak bisa pakai jika ada feed back dan aplikasi bisa d guna dengan baik saya pasti kasih ratting yg lebih tinggi
0,1,tidak bisa masuk di os android 12 miui 13 tolong baik
0,1,regisnya udh kaya mau daftar pinjol aja pake ktp sama selfi
0,1,padahal aku cek kuota masih buat daftar vaksin tapi kenapa aku gak bisa daftar mulu dah 1 bulan daftar terus sampe hari h nya tetep aja gak bisa yang eror kuota penuh dah itu tulis doang yg muncul padahal pas vaksin pertama daftar lancar lancar saja tapi yg ke-2 parah abisss gak bisa daftar bulan ini
0,1,nik ektp sudah guna orang tidak registrasi tangerang live registrasi selalu gagal karena nik selalu sudah daftar tidak ada solusi nya mohon di baik karena sangkut data pribadi kami
0,1,tidak bisa masuk kendala pasword padahal sudah benar
0,1,hampir semua komentar clm dapat skor 38 padahal kondisi sehat nyata pas saya coba sendiri hasil sama padahal kondisi saya bukan odp pdp dll tidak pernah pergi tidak pernah kontak dengan pasien tolong baik buat aplikasi yg manfaat
1,1,moga team disduk lebih teliti dalam keti berkas maksud hati ingin mudah dan cepat tapi karena keti dari team disduk yang salah padahal berkas sudah sesuai tetap harus ke disduk juga untuk revisi padahal ini rupa aplikasi yang sangat mudah di masa pandemi
0,1,in apk gmna yaa masyarakat butuh bwt guna kalo akan k puskesmas misal datang langsung k puskesmas kami tolak krna belum daftar saya alami tapi gilir d guna apk na erorr d hapus d download kembali ga bisa kalo emg atur perintah harus pakai apk in tim maintenance harus na gercep jd masyarakat tdk sulit
0,1,masih banyak yang belum bisa akses baru beberapa fitur yang aktif seperti pajak kendara motor pbb dll lebih belum masih dapat lapor mysqlserver error belum hubung dengan database baik lagi sementara saya kasih bintang 3 dulu
0,1,masa bagi fitur tiap di klik malah suruh ke play store terus yg di trans tangerang kalo mau pake dana atau yg lain kalo mau pake sistem 1x scan 1x transaksi ga perlu masuk menu masuk jumlah kalo seperti itu akan bisa lebih dari satu saya yakin programmer tangerang live lebih alam kalo mau main 1x scan 1x transaksi buat lah tiap x scan kena atau saldo potong tarif kalo ada keluarga 10org terus bayar pake vitur dana scan 10x dan nulis jumlah itu bikin ribet
0,1,telah diupdate mlh susah bgus an kmrin
1,0,aplikasi ini sangat batu sekali dan saya sangat puas dengan layan yg begitu cepat dengan proses terimakasih dan sukses selalu
0,1,gk jls ni apps tagih sdh dbayar 2 minggu yll tp info tagih blm jg dhapus bikin org jd streess bgm seeh
0,1,tolong ke jajar kait untuk verifikasi lgi data dan fakta lapang
0,1,pernah daftar mau masuk lagi lupa password ngga ada bantu apa gtu biar masuk lagi susahnyaaa
0,1,min apk jaki knp jadi ada sistem saya bukan robot yah min tiap mau perika data pasti wajib cek saya bukan robot kalo sekali 2 kali langsung sukses gpp min ini sampe kali tapi kadang gagal kadang bisa min mohon jelas knp jaki jadi ada seperti itu jadi susah kan min jadi nya kalo orang yang sedang buru
0,1,aplikasi tidak ada guna saya sudah daftar di aplikasi dengan sinovac malah di kasih astra kemudian untuk apa daftar online jika daftar ulang kembali antrianya tidak sesuai nomor ambur adul bukan mudah tapi sulit
0,1,saya paksa batal isi data pilih tahun lahir yang paling tua adalah 1960 sedang saya lahir tahun 1941 saya tak bisa isi dengan benar
0,1,ini mau daftar ktp malah nge direct ke website tapi di website arah lagi untuk daftar via aplikasi mubeng2 jal
1,1,aplikasi bagus tapi ketika cek kk ktp status belum cetak ktp elektronik itu mohon di ikan arah jelas harus bagaimana biar gak bingung sedang saya sudah punya e-ktp kalo makin baik pasti saya tambah bintang
0,1,saya mau nanya dong pas pertama kali guna tangerang live masih bisa tp kenapa pas saya update kan surih registrasi pas saya registrasi kenapa verifikasi saya tolak yah saya sudah kirim via wa namun tidak ada tanggap juga mohon konfirmasi dong
0,1,sedikit kritik dan saran mungkin alangkah baik apabila ada warga khusus warga jakarta yang lapor pada aplikasi jaki harap beri terang proses lapor sudah sampai mana dan apabila lapor sudah selesai beri terang hasil selesai itu dalam bentuk seperti apa mungkin bisa jelas atau ada bentuk dokumentasi agar si lapor rasa yakin bahwa lapor sudah 100 proses dan ada hasil terimakasih bpk ibu
0,1,update aplikasi baru malah susah untuk digunakanpelaporan pajak parkir cetak kode bayar tidak bisa jalan
1,0,manfaat bagi masyarakat kota jambi
1,0,sangat bantu sekali karena satu aplikasi bs buat banyak perlu
1,1,bagus cuman yang lapang kurang bisa ikut yang sudah online kadang sudah daftar online sudah ada report dari jss begitu sampai tempat instansi yang kena masih belum siap cetak ini itu file yang sudah diattach via jss jadi berkas baru proses
1,0,mantap cepat mudah
1,0,aplikasi turut ku simpel dan pendaftarn tgl ikut arah pas sampe lokasi lgs gercep g sample tengah jam lgs dpt gilir
0,1,aplikasi perintah tapi layan dari kominfo kurang fast mohon maaf saya mau daftar dan verifikasi nya sangat lama dari tim kominfo nya mohon bisa di baik lagi kerja nya karena rupa layan masyarakat
1,1,aplikasi sering server error force close lihat dari menu aplikasi bagus tapi sayang banget sulit sekali guna lebih untuk perlu jobfair yg harus menscan loker untuk apply tanpa guna cv kalo aplikasi masih bad baik jangan guna scan barcode utk lamar di aplikasi event bagus tp review anjlok karna aplikasi masih belum bagus jadi yah sangat sayang
1,1,ini aplikasi yg lengkap dan bagus bantu akses informasi yg butuh masuk untuk daftar online di puskesmas tapi sayang aplikasi sering eror jadi suka keluar dengan sendiri kalau lg eror harus di uninstal lebih dahulu kemudian di instal kembali untuk bisa akses aplikasi ini mohon ke depan bisa di baik terimakasih
1,0,lama ini masih bagus untuk mudah dalam buat dokumen2 tingkat trus disdukcapil
0,1,aplikasi nya belum jalan dengan baik daftar untuk profil saja gak hasil error terus
1,0,alhamdullah semua lapor lewat aplikasi jaki selalu cepat di respon
0,1,daftar kds atau bansos lain baik bisa lalu dsw tugas siap verifikasi dari data yang masuk karena sekarang tiap orang sudah satu nik
0,1,kaya undi lotre ya harus di jadwal banyak org yg vaksinasi ampe ke 2 kali sedang yg ga dapet cuma bisa longo aja liat - tolong baik sistem apk nya jadwal harus sedia akurat supaya kita semua terima sama hak nya
0,1,kalau bisa tiap jalan yg rawan pak
0,1,mau log in selalu gagal alas nik dan email sudah pernah daftar
1,0,bagus walau masih perlu benah terus maju surabayaku
0,1,masyarakat kota tangerang suruh sampai keluh lewat aplikasi ini tapi gilir ada keluh gak ada selesai contoh perihal kesemerawutan area pasar sipon udah tahun tahun gak ada tindak tegas
0,1,dari nenek ayah ibu dan saya lahir dan tinggal di jogja sejak kecil ktp diy kok di aplikasi baca warga luar kota apkikasinya yg salah atau data dukcapilnya yg salah ya mohon jasa terimakasih
0,1,aplikasi musingin ini mah belum beres ngetik udah keluar sendiri aplikasi aplikasi belum siap pakai kaya udah di rilis aj sulit
0,1,baik coba dulu belum luncur publik aplikasi ini seperti cuma buat buang anggar saja dari perintah
0,1,sering update terus tp sama aja masih sering lot bikin simpan banyak lagi tolong baik
1,0,aplikasi bagus
0,1,maaf sementara ini aplikasi ini saya uninstal karena ke logout sendiri dan klo mau masuk suruh masukin nama email no ktp n password itu yang bikin males padahal tau saya aplikasi jas saya sudah buka kok bisa ke logout sendiri jadi males guna apk ini apalagi klo pas guna wifi dari pemkot susah masuk trus untuk cctv batas di kota saja ga semua seluruh jogjakarta liput cctv sleman bantul kulon progo n wonosari
0,1,sudah isi dengan jujur dan tidak ada gejala atau pun kontak dengan pdp atau odp masih aja belum bisa sudah rapidtest juga dan hasil nya non-reaktif aneh bgt mending sikm deh
1,0,aplikasi y sangat bagus dan respon adu cepat di tangan
0,1,cuman saran aja kalo boleh tampil semua keluh masyarakat di depan beranda aplikasi biar masyarakat juga tau apa keluhanya dan sosialisasi terimakasih
0,1,plis ini cara daftar gimna saya mau pesan tiket di al jabar malah gagal trus padahal email aktif heran saya pas di coba di apk lain damai aja gilir di apk ini salah trus tolong di bantu biar apk nya guna di hp saya makasih
0,1,forceclose terus keluar aplikasi terus -
1,1,sangat bantu utama saat pandemi sekarang akan lebih sempurna lagi klo dari tingkat rt lurah juga di pakai aplikasi
0,1,mau dftr vaksin saya buat akun lebih dahulu tp dapat kode otp lamaaaaaa sekali sedang wktu utk pasu kode otp hny 1 menit ketika waktu di app sudah habis 10 mnit atau lbh baru masuk kode otp jd ulang lg dan sudah cb juta kali blm dapat dapat lg ini app ngajak canda buat app yg bagus dki
1,1,slow respon banget kalau di email padahal ken ikut job fair daftar masih dalam proses sudah minggu tunggu dan job fair pun selesai alangkah lebih baik belum luncur diujicobakan dulu tidak bisa lihat harus daftar dulu
0,1,update versi baru malah menu adu tidak bisa buka terang muat data loading terus
1,0,sangat manfaat buat semua warga surabaya terimakash
1,0,oh iya nyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking aku kurang informasi
0,1,susah buka eror terus padahal buka link lain cepat tapi kalau mau absen online susah bukan main password username sudah benar tapi masih eror
0,1,kenapa semua lurah di daerah jakarta selatan kuota nya penuh semua tolong di baik system nya udah instal app nya tapi gk ada solusi kecewa
0,1,masa banjir so far hanya tinjau tidak ada ubah sudah tahun tahun lapor fast respon hanya lampir foto tinjau dengan kata di koordinasi thats it
0,1,respon dari beberapa pihak fast respon cuma jelek dari apk ini lapor untuk identitas nya tidak rahasia dan malah nama dan nomer telpon di publikasi
0,1,kalau bikin aplikasi yg serius kenapa ini ga bisa di buka telah daftar online ini apk penting bgt loch pasti banyak yang pake tolong di baik lagi yaa
0,1,aplikasi belum siap di guna sudah di launching masa daftar untuk login saja error terus padahal mau ambil nomor antre puskesmas tidak seperti aplikasi e-health yang cepat dan ringan sak karepmu pak sak neng mu
0,1,aplikasi apa ini daftar mulai jam 9 pagi sampai jam 12 mlm tetep ndak bisa
1,0,ini sangat bgs dan lbh tingkat kembali dan utama saran maupun usul
0,1,minta tolong baik untuk aplikasi dan sistem utama di tahap daftar trouble sekali
0,1,app nya bagus tp saran utk layan publik bagi sehat kalau bisa isi jgn cmn nomor darurat tp nama dan alamat rumah sakit yg layan bpjs dan d situ d ikan saran dan kritik d rmh sakit sebut agar publik dpt tahu berapa cepat layan rumah sakit sebut terus kalau sim keliling masih jalan gk ya min kalau masih jln tambah k layan publik utk tempat pangkal sim keliling utk samsat tambah jam tutup kantor dan syarat utk urus sesuatu
0,1,min tolongin sya masa tadi pagi gw bisa masuk buat daftar vaksin 2 udah ngikutin langkah nya sesuai perintah tapi tiba balik ke menu login trus ngga bisa login lagi coba lagi malah nama tdk sesuai nik sampe bosen nyoba gimana solusi bales min
1,0,yups alhamdulillah fitur cctv di hp samsung sudah bisa kerja terima kasih tingkat terusssss
1,0,sama cepat nya tanggap via online moga cepat juga tanggap tindak lanjut dalam proses di lapang
1,0,mantap gan
0,1,ini kenapa ya apk salam ada apa minta di upgrade malah ga bisa login lagi kata nya perangkat ga asli suruh pake yang asli di hp lain login kagak bisa juga
1,0,keren waktu mau daftar loading trs gk sudah2
0,1,kenapa pas mohon ektp buat yg domisili ktp luar jogja tdk bsa sya cmn mau nunut cetak ulang krna ktp sya rusak dn itu ktny tdk bsa hrus di tmpt kta tinggl sehrus ny bsa lhoo mnrut pak zudan tp lapang nyata putar
0,1,belum mudah akses bahkan praktis sekali sayang sejak pandemi 2020 sulit sekali di akses dan kali kali erorr bahkan website disdukcapilnya pun errorr terus layan online buruk dan gak bisa akses lagi moga ada baik sy uninstall krna gak berfu gsi lagi
1,1,bantu dgn ada aplikasi ini sayang bentar2 harus di baru mulu di update terus capek dehh udah daftar bpumkm udah disurvae eh malah kata nik ktp saya tidak daftar di databest dukcapil gimana nih orang yg bikin nik bukan saya emang ktp saya luar daerah y mungkin luar daerah gk daftar xxxx belum rezeki saya
1,0,jambi smart city keren milenial
0,1,tolong tambah fitur tanggap balik telah kita direspon oleh dinas kait sehingga komunikasi bisa bangun 2 arah suwun
0,1,gimana sih ini yg kerja rekap data udah nama saya gabener di ktp apk nya buat benerin ktp gabisa buka ganiat bgt malesin
0,1,tolong metode bayar di tambah dong untuk sewa lapang jangan cuma lewat virtubjb doang ribet soal bagi yg ga punya bjb harus ke atm
1,0,aplikasi mudah di akses proses cepat info selalu update
0,1,perlu kembang
0,1,tolong dong kak kami udah download aplikasi ini dengan harap bisa bermanfat dan mudah proses cari kerja lalu jobfair tapi knp timout terus sistem selalu eror lah bukan bantu malah bikin jengkel kami belum dapat barcode karna daftar belum selesai kendala timeout dan sistem eror terus dari kemaren
1,0,mudah moga terus upgrade lagi dengan fitur2 baik ya
1,0,aplikasi yang sangat bagusss dan efektif tanpa lama tanpa haruss mwngantri berrjam2
1,0,saya suka dan puas banget serta sangat bantu dengan aplikasi salam ini layan yg sangat baik dan proses cepat syarat tdk ribet pokok salut buat disdukcapil kota bandung maju terus dan lebih tingkat lagi layan
0,1,aplikasi yang sulit minta isi survey puas masyarakat tp untuk log in saja sulit sekali server sibuk sekali hasil log in kata survey belum sedia bagaimana dapat beri puas masyarakat kalau survey yg buat saja masih sulit mohon kesiap dr software kuat dulu jika akan dilaunch ke masyarakat
0,1,aplikasi parah bgt force close terus udah instal beberapa kali masih sama gimana nih it nya masa ga di perbaikin ampe sekarang busuk aplikasi
0,1,tolong di baik server sering error padahal udah pake wifi terima kasih
0,1,aplikasi gk bisa kirim keluan saya mana lagi untuk adu
0,1,saya tidak erti apa yang jadi bagai indeks parameter dari aplikasi ini saya sudah isi data yang benar dan jujur dan sama sekali tidak tunjuk bahwa saya dampak covid atau alami gejala covid bahkan saya tidak pernah kontak dengan odp pdp dan pergi tapi mengapa saya nilai bagai resiko rendah dengan angka 38 dan nyata untuk tes pcr bukankah jika resiko rendah itu arti harus saya bisa dapat sikm tlg jelas
0,1,mau pindah anak sekolah harus pake aplikasi ini tapi pas upload berkasny gagal mulu haddehh gmn sihhhh ukur udah sesuai format pun udah sesuai tolong baik lagi
1,1,masih bagus sama aplikasi belum diupdate malah makin eror
1,0,saya sudah coba hasil 15 5 karena saya jarang kontak dengan orang atau ke tempat umum yg d maksd d dalam tanya test jadi untuk yg dapat kan 38 atau lebih itu kan jawab kita jujur ya kita pernah kontak atau pergi atau tidak jadi klw d atas 38 ya karena kita lebih sering atau pernah pergi ke tempat umum yg resiko tular atau tular
0,1,kenapa aplikasi e mutakhir data di aplikasi warga surabaya tidak bisa akses lihat
0,1,aplikasi kurang untung buat saya sudah 3 bulan lebih saya aju bantu tp sampai saat ini verifikasi mulu trus cetak akte anak tuk aju gak bisa tiap buka aplikasi ini slalu di update trus malas jd nya
1,1,sangat tarik unik dan profesional serta mudah di paham mungkin dar tambah update baru sangat di perlu sesuai dengan kondisi dan butuh tangerang mantap
0,1,mana wifi gabisa
0,1,rata2 semua aplikasi milik pemkot cimahi komennya banyak yg negatif kenapa ya seperti sulit sekali mudah masyarakat tuju ada aplikasi2 ini kan utk mudah bukan sulit sy salah satu yg sulit pakai aplikasi ini krn banyak error dan tdk bisa buka
