ulasan,apresiasi,kritik
  banyak bug  eror  padahal jaring bagus sih mudah masyarakat akses fasilitas misal layan sehat malah jadi tambah sulit  eror    dong baik masyarakat nyaman  ,0,1
   bantu layan tambah transportasi khusus terminal tipe a jatijajar mudah kece jadwal berangkat bus beli tiket mantap  ,1,0
  kacau nih buka susah sekali masuk tiba2 keluar sendiri  ,0,1
  keluar daftar onlen puskesmas  efektif  ,0,1
  kenapaa forced close maksimal kan kembang   biar mudah daftar  ,0,1
   bantu punya anak kecil obat jadi perlu antri  ,1,0
  cara user interface bagus tingkat fitur dark mode cangggih  ,1,1
  vaksin update real time informasi faskes entah  ,0,1
  bagus info bantu warga kantor harap jadi jembatan urus surat surat izin tambah mode search konten isi semua kenal jenis izin contoh urus akta lahir men sesrch mudah cari lanjut  ,1,1
  puskesmas kalau obat suruh daftar online tpi    gembel ganggu muluu  perlu baik  ,0,1
  capek baru isi data selalu keluar sendiri bukan mudah malah sulit  efektif padahal perlu penting daftar obat  ,0,1
  lanjut tiap lapor kirim fitur chat langsung notifikasi kalau lapor terima jangan citra ada manfaat  ,0,1
  sore komplain buka depok single window  kok  bawa keluar mulu soal daftar brobat   dibetulin bagus  ,0,1
  sertifikat valid jalan   baik  ,0,1
  mantab tangan adu bikin perang tetangga wkwk depok memang beda  ,1,0
  sekarang kalau daftar online susah minta ampun nungguin jam 23 00 jam 00 00 pas daftar malah your connection is time out malah suruh cek jaring padahal jaring oprator hp stabil2 bagaimana orang  butuh kalau memang makin sepweri daftar online tiada  ,0,1
  imunisasi ribet skrg wa pihak puskesmas aluhkan nanya cara daftar   imunisasi biar pandu daftar karna baru pertamakali ngerti gubris nyoba nyoba klik menu sekali layan tutup anjir lah jelas bege  ,0,1
  aneh berkali2 login masuk sekali masuk keluar sendiri mending usah pake aplikasi2an hapus taraf perintah punya bagus luar negri  bantu warga baik  ,0,1
   bantu depok single window dsw friendly usser lumayan lengkap   install beri bintang 1 arti kurang harga   wajar kalau terkadang suka erorr koneksi banyak layan publik se - kota depok jangan pakai kalau ussernya negatif thinking  ,1,0
  banyak akses baru beberapa fitur aktif pajak kendara motor pbb lapor mysqlserver  eror  hubung database baik kasih bintang 3 dulu  ,0,1
  mw obat susah benerin tuh   tiap daftar penuh coba lewat 1 minggu pikir orang obat tetap waktu obat putus baik hapus daftar online bantu malah sulit  ,0,1
  ribet kata mahkalaumau obat gigi megang hp gitu   dapet nomor antri kouta sedikit daftar online   besok lusakalauanak2 mudakalaulansia ngerti hp sekali kasihan  ,0,1
  tau info forward ibu coba ecek kerja hampir semua fungsi baik input data loker pilih lurah krn option oke recommended kok kalian   men - download beri ulas baik saran komentar bahasa baik kasar   cermin warga depok santun  ,1,1
  abis daftar online puskesmas kok malah   keluar sendiri login gabisa coba dong kok  eror  padahal nomor antri puskes   bagaimana kalau gabisa buka kalau emg daftar online   jangan  susah masyarakat dong hadeuu baik lagiii  jangan    susahhh  ,0,1
  in   gmna yaa masyarakat butuh   kalau puskesmas misal datang langsung puskesmas tolak krna daftar alami gilir   na erorr hapus download kalau emg atur perintah pakai   in tim maintenance na gercep jadi masyarakat sulit  ,0,1
  hampir tiap hari coba daftar gigi nyoba mlm nyoba subuh penuh jam brp daftar bnrnya jdi ke dokter gigi padahal gusi 22 skit   makan periksa dpt no mulu dri tau    ,0,1
  tiap daftar pukesmas webnya coba subuh pagi siang tuju daftar online mudah antri bantu  sekali  daftar online krna masuk web baharu webnya biar cepat respon daftar  ,0,1
  data bpjs kis tpi search temu tau kerja bner bgini mt   blom 100 running miris bayar pajak   fasilitas macam kaya gin  ,0,1
  mantab tambah maju depok ku sedikit masuk bagus tambah fitur tanya jawab online jadi bila warga depok bingung jelas info tanya langsung fitur chat online email customerservice tambahin fitur cek status nik kk pbb sim stnk lain2 biar waga depok khusus maap pinggir kayak parung repot2 ama jauh2 cari info surat2 harga tinggal 1x klik semua teri terima kasih   ,1,1
  bug dsw langsung force close sukses daftar puskesmas besok baik biar depan nyaman force close  ,0,1
  apus mending nyatidak dipake daftar susah keluar buka diperbaikin  ,0,1
  buka susah baik  ,0,1
  coba apply daftar on - line   obat puskesmas malah keluar keluar sendiri gitu gitu daftar online  tetap  ikut antri daftar offline puskesmas   daftar online apaahhh  ,0,1
  assalamualaikum warahmatullahi wabarakatuh nih respon  kolom adu pakai foto dulu pakai foto 2 tanya beda jawab langsung kolom adu upa artikel narasi foto kirim send mmg nt serta foto kan ada tambah option jawab terima kasih wassalamu alaikum warahmatullahi wabarakatuh  ,0,1
  kalau siap sedia  jangan  dipublis coba benerin byk eror bukan bantu orang malah nyusahin daftar online kolom tgl lahir isi kalau skip mesti isi jadi gmna  ,0,1
  banyak bug dong force close padahal daftar puskesmas doang jalan sendiri aps   ganggu  ,0,1
   bantu daftar periksa catin puskesmas minta online selalu penuh server masalah  ,0,1
  coba daftar online rsud tanggal 31 baru dapetnya tanggal 11 sana bisa2nya kata data hilang   suruh daftar online daftar susah rata2 full jauh2 hari jauh  ,0,1
  senang depok makin maju tiap puskesmas daftar online pas daftar susah minta ampun tgl sekian penuh silah ganti tgl gilir ganti tgl  tetap   tetap  penuh kalau awat gigi kata dokter maksimal satu minggu daftar susah minta ampun  ,1,1
   jangan  download percuma bisa pake  ,0,1
  android  ,0,1
    bis   buka daftar online   sign up masuk camat lurah baik  ,0,1
  akhir arah wa respon wa guna full langsung isi upload berkas  ,0,1
  menu lowong kerja   isi data submit baik trmksh  ,0,1
   bantu   daftar online rsud cara kalau datang lngsng berangkat jam berapa selalu dapet nomer mantap  ,1,1
  pasang butuh layan daftar online rsud tiap daftar selalu penuh salah padahal coba daftar jauh hari tetap kuota penuh dong baik  ,0,1
  daftar puskesmas online pernah semua tanggal merah nyata praktek tetap daftar lansung puskesmas sangkut  ,0,1
  tahu besar pajak bayar  ,1,0
  force close sendiri daftar ada record akun bahwasanya daftar  ,0,1
    cara pakai  ,0,1
  update pajak motor malah ini mw cek baiaya pajak motor cek biaya pbb motor trmksih  ,0,1
  sungguh kecewa hampir tiap tengah malam daftar selalu penuh tau mungkin penuh tiap hari pegawai banyak terlalu santai  ,0,1
  parah bnget selalu keluar sndiri ni    ,0,1
  pol kia puskesmas beji kok daftar online padahal  bantu ibu hamil daftar manual kerumun pasien  ,0,1
  coba depok fokus baik tata kota dulu lebarin jalan banjir  jangan  buang anggar bikin kayak begini  ,0,1
  dipake keluar sendiri ngurus izin online dan daftar kerja loker kirim lamar aktivasi dateng balkot  ,0,1
  suka keluar sendiri susah daftar puskesmas tolak daftar langsung puskesmas padahal ibu hamil cek lab dam kontrol bulan fiturnya tutup jadi gabisa daftar kalau online online semua pol daftar langsung bikin repot  ,0,1
    sih desa baru login daftar kok keluar maaf kpd operator dong tingkat nyaman jadi mudah akses jadi mudah  ,0,1
  gajelas tampil awal doang bagus gilir konfirmasi klik benerin dulu baru publis deh  ,0,1
  masa tiap daftar tgl kosong selalu gagal tulis penuh padahal kolom jadwal status kosong perlu baik lanjut  ,0,1
  ide bagus tidak fungsi   bayar pajak kendara tumpang tindih   sabara jawabarat dulu bener  ,1,1
  selalu bug pakai wifinya tiba login username password tau ni banyak bugnya  ,0,1
  tiga dulu paham sulit bikin simpel mudah  ,0,1
  manfaat wifi pasang doang dipake  ,0,1
  daftar keluar sendiri mulu kok malah jadi ribet baik kualitas layan onlinenya  ,0,1
  daftar pol gigi puskesmas cipayung sesuai jam buka puskesmas daftar shubuh muncul jam layan pilih sesuai jam harus web layan bantu  ,0,1
  terima kasih  bantu sekali mudah daftar puskesmas  sekarang kok daftar pakai akun gagal baik  ,1,1
  sumpah gua ketawa pas nyoba fitur loker dalem kirain mutu kaya   akal an pemkot depok doang   citra bikin kaya gin masa   verifikasi email doang fitur loker kudu verifikasi balkot bikin   kalau suruh balik pake cara tradisional tampil doang modern isi jadul parah buang anggar doang makin curiga gua  ,0,1
  kalau bikin serius buka daftar online   penting loch banyak pake baik yaa  ,0,1
  sempurna nih daftar kolom camat lurah pilih  ,0,1
  daftar online tanggal connect   ulang kali download hapus  ,0,1
  mudah cepat praktis antri kalau obat polisi bikin skck semua layan apl akses   soal 3 kali keluar masuk dsw keluar cara normal  ,1,1
   bantu   warga depok bbrp masalah mo   maju depok sayang menu adu fungsi fungsi pak admin  terima kasih   ,1,1
  henti buka antri deh puskesmas  ,0,1
  sihh baru daftar online kok langsung keluar sendiri baik dong   ada on daftar online v ulang hasil y nihil alias  ,0,1
   parah daftar pol umum tangal merah semua baik bukan mudah malah sulit daftar  ,0,1
  update malah gakbisa ngisi tgl booking rsnya daftar jadi susah  ,0,1
  bagaimana pilih tanggal kunjung obat klik hadeeehhh padahal bagus punya  ,1,1
  sekali daftar kia coba tanggal merah mulu ujung suruh daftar manual deh  ,0,1
  selamat siang izin tanya 1 layan sehat  -  daftar online pol kia kuota berapa kok selalu kuota habis 2 tambah fitur date picker laku daftar online user pilih tanggal daftar online existing h - 2 h - 1 h dasar alam 2 kali daftar online salah satu layan sehat selalu habis kuota mohon evaluasi update fitur - fiturnya mudah masyarakat salam  ,0,1
  jelek woy daftar obat ga ngerti ama nih percuma  tetap  ngantri  ,0,1
    login susah tulis daftar padahal nulis rm nik bener 4x gitu semenjak 2 bulan akhir ujung2nya nanya pusat informasi  ,0,1
  yups alhamdulillah fitur cctv hp samsung kerja terima kasih tingkat terusssss  ,1,0
   bergunaaa jadi lihat harga cabai direkomen temen langsung suka obat jadi gampang  ,1,0
  bantu sekali layan instalasi per tingkat   jadi mudah penguna  ,1,0
  fungsi e - sppt diupgade bukan tampil nominal download e - sppt beda   e - pbb kota depok  ,0,1
  daftar pol gigi puskesmas cimanggis selalu tanggal brp  tetap  gabisa baca maaf tgl pilih penuh selalu mohon jawab itu  ,0,1
  msih kurang bagus gilir masuk daftar online malah skrgkalaurs hrs daftar online lgsg dateng tpi pas online didaftarin jdi nyusahinkalaubgini  ,0,1
  harap saing jaki punya jakarta form adu 24 jam berkordinasi tugas kait bantu bangun depok jadi baik  ,0,1
  uptd puskesmas cipayung layan pagi hari pol ispa daftar onlie dsw tukar antri pol umum pol ispa nomor antri jauh baik update sesuai kondisi lapang  ,0,1
  tiap daftar tanggal merah percuma pakai   kalau daftar tolong dong si baik  ,0,1
  bikin niat sih duit gede makan anggar  ,0,1
  servernya baik jangan anggar besar manfaat besar utama sehat  ,0,1
  alhamdulillaah depan tinggal tingkat kan kalau mb perkecillahh thoyyib  ,1,1
  bukan makin bagus malah makin bug bukan makin sedikit malah makin banyak  ,0,1
    bagus tiba2 close sendiri  ,0,1
  banyak bug pilih tanggal 11 daftar tanggal 4 gara gara marah orangtua habis habis  ,0,1
  ribet daftar pilih tanggal tanggal merah semua mending nongol langsung puskesmas  ,0,1
  tiap detik selalu kirim link depok singe window  eror  crash alias bug stlh buka link dsw baki  ,0,1
  kok   gabisa pakai selalu tulis henti baik  ,0,1
   kalaumau daftar online selalu tgl merah full bulan ikut coba daftar pagi siang sore mlm tglnya merah semua 1 bulan ujung ujung daftar manual  -   -   ,0,1
  tanggal merah semua web pikir mesen hari obat hari h daftar daftar malam warna merah pas hari h penuh baik  ,0,1
  bagus bpjs terdetek daftar dilakuka teri terima kasih  tingkat srmoga jadi baik  ,1,0
  waktu registrasi   login logout waktu coba login kemarin login bisa mohon bantu teri terima kasih   ,0,1
   eror  input tanggal kunjung enggak  ,0,1
    aneh bkn bantu mlh nyusahin isi no rujuk bnr ket daftar daftar jls2 bln mslh   begini coba baik dl deh  ,0,1
  mohon respons pilih tanggal daftar puskesmas berkali2 coba kuota aman jaring internet aman kendala hp samsung j6 bantu jelas tidak klik tanggal daftar puskesmas ingin selalu trouble klik tabel kalender   puskesmas pancoran mas rangkap jaya  ,0,1
  kecewa dws karna imunisasi anak jadi terlampat lewat 2 bulan tiap kali daftar dws slalu dateng langsung terima karna daftar online kan orang mampu jadi jangan sulit fasilitas perintah  ,0,1
  berkali2 daftar online puskes   perikaa hamil tanggal klik  bantu  ,0,1
  up - to - date jelek vaksin lengkap puskesmas  ,0,1
  baru download minta baru   gtu   keluar sendri donk baik  ,0,1
   bantu jdi lbih mudah tau teman kembang  ,1,0
  layan bpjs  kurang 3 minggu daftar selalu habis kuota padahal antri selesai subuh maksimal layan  ,0,1
  maksimal   menu kartu keluarga tambah nama anak bingung  ,0,1
  bikin doang update sistem manfaat uninstal lah  ,0,1
  parah force close instal beberapa kali nih it masa perbaikin sekarang busuk  ,0,1
  susah masuk   daftar umum  lambat padahal jaring bagus  ,0,1
  wifi hubung malah request time out muter2 bsa   game aneh  ,0,1
  kemarin nyoba daftar lnline   rsud depok selalu bilang maaf daftar pdhal klik rm dn nik update informasi informasi rsud depok judes  ,0,1
  update malah jelek keluar mulu sendiri dong kan penting   obat  ,0,1
  pindah tatap muka obrol online via what  kapan aplukasi sungguh  ,0,1
  terlalu belit susah orang ingn obat perosedur terlalu panjang selalu ganti prosedur sungguh  sayang bpjs bayar  ,0,1
  jalan baik daftar profil hasil  eror   ,0,1
  donlod buka pas buka tidak lama keluar sendiri  - xiaomi redmi note 3  ,0,1
  dsw bikin ribet obat kontrol mesti rebut daftar online kuota  sedikit  ,0,1
  selamat siang maaf tanya kan bis upgrade dsw baru kok bida buka hp spek kurang pa gmna mohon bantu merk hp oppo a1k  ,0,1
  kok nga masuk pake gmail daftar nga sih  ,0,1
  oii   kalian make kalian rw rebna raya lokasi situkalaumau wifian gratis  ,0,1
  daftar online puskesmas isi tanggal kunjung susah minta ampun tanggal klik macam  ,0,1
  bbrp hari dftar puskesmas bisa skrg stlh hapus instal malah  keluar  tiba2 dg  ,0,1
  mudah cek pajak kendara daftar puskesmas  ,1,0
  makin susah daftar online full merah daftar masa obat nunggu bulan dulu baru daftar  ,0,1
  parah cek pajak motor sekali dong pas coba gagal koneksi pdhal sinyal manteb bener  ,0,1
  tiap hari semua pol tutup gigi boong daftar  ,0,1
  nyata tutup baru ganti dsw tadi baru nanya pegawai puskesmas wqwq moga baik  ,0,1
  baik coba dulu luncur publik hanya   buang anggar perintah  ,0,1
  dong segera baik keluar sendiri cara terus skrng  ,0,1
  baik fitur pilih tanggal daftar online pasien rajal akses baru versi sekarang  ,0,1
  yah daftar online rsud   ulang kali coba juga malah tulis mohon daftar padahal minggu kemarin habis daftar online sekarang tidak yah mohon bantu  ,0,1
  percuma instal dsw ringan ttp susah daftar online paksa ttp ngantri2 efisien  ,0,1
   kecewa kira   makin online makin mudah malah makin sulit bas kali daftar online   puskesmas sukmajaya selalu penuh  padahal  fktp situ istri periksa kandung mohon   dinas kait   tambah jumlah dokter moga baca dinas kait  ,0,1
  nyusahin anjir gimane mao puskesmas anjir keluar woy gausah   kalau emang kendala   coba coba langsung launching gin jadi  ,0,1
  tanggal pilih tampil merah semua kalender eror nih  ,0,1
  cukup bantu  ,1,0
  layan sehat biar kata daftar bayar umum ribet semua tanggal penuh full ama pasien mending  jangan  buag deh percuma  ,0,1
  bukan tambah mudah malah smakin sulit misal daftar susah  ,0,1
  cara daftar kok pas klik daftar  ,0,1
  daftar ya khusus kolom camat lurah muncul  ,0,1
  bulan tiap hari coba daftar selalu penuh penuh  ,0,1
  sumpah gajelas anj jaring bagus gabisa buka kocak  ,0,1
  update malah buka tampil depan  ,0,1
  pilih tanggal kunjung yaa daftar online puskesmas tapos  ,0,1
  nanya kok pol tb ya pol tb cara daftar thanks  ,0,1
  percuma zaman pake online tpi   manula utama shrusnya kerja tambah lgi jdi biar khusus manula ni mah pasien keburu mati kali puskesmas karna manula utama alias pakai nmor antri  ,0,1
  amit amit deh daftar online muter mlulu tau  keluar  komen  eror  timed out  ,0,1
  jadi  keluar  sndiri benah bug  ,0,1
  terinsal kadang buka tutup sendiri jadi hars install uang  ,0,1
  adu selalu gagal kirim padahal koneksi internet bagus   tahan warga tiba2 jadi belah belakang rumah tempat buang bakar sampah sembarang lelah adu argumen ketua rt solutif tidak rasa sesak nafas rumah sendiri  ,0,1
  force close mulu download tiket daftar  ,0,1
    nnya bagus logout sendiri jadi kudu sabar hmmmmm  ,1,1
  cukup bgs  ,1,0
  keren sekali kak bagai warga rantau didepok rasa bantu sukses anak muda depok  ,1,0
  forceclose keluar  -   ,0,1
   bantu mudah laku daftar cara langsung cara darurat  ,1,0
   ,0,1
  versi baru  beda dulu bagus performa baik  ,1,0
   bantu  ,1,0
  connection time out mulu tingkat layan masa layan masyarakat bgini  ,0,1
  bsa daftar online selalu keluar sendiri payah  ,0,1
  terlalu banyak eror daftar online  ,0,1
  abis baharu malah jadi keluar2 mulu mohom baik segera  ,0,1
  henti lampu merah baliho besar isi segera download jauh  bantu lengkap info kota depok  ,1,0
    cek layan contoh dtks duduk kan lama loginn login   aj suruh login pake email fasword ksh masukny smart ctiy bukan layan tuju bagaimana tuh solusi  ,0,1
  wifi gabisa  ,0,1
  tambah server dong akses online depok rsud mentallll terussss diperhatikannn update malah baddd beratus2 coba failed terusss hafal tuh no rujuk  ,0,1
  kontrol jadi mudah hrs ngantri terlalu pagi  ,0,1
  mentah banyak bug  ,0,1
  daftar antri malah surah daftar ulang astaga sampah taik  ,0,1
  mudah daftar puskes rsud  ,1,0
  bikin cek dulu rilis sih pakai kok rilis pilih file foto gak keluar file explore buruk sekali  ,0,1
  cetak ulang e - ktp data ganti e - ktp ekitirnya diundu satu bulan status selasa kirim lurah lurah dirw ada parah  ,0,1
  rasa bantu warga team operasional  tanggap bantu jelas cara detail keluh teri terima kasih  banyak from rizanurfauzia  ,1,0
  upload foto keluh max 5mb padahal foto apload uk 3 7 mb meski coba format pdf jpg mohon baik  ,0,1
  woyy bikin bener upload foto padahal ukur foto bawah 5 mb parah segera baik  ,0,1
  respon beberapa pihak fast respon jelek   lapor identitas rahasia malah nama nomer telpon publikasi  ,0,1
  dong update simpan file cara otomatis masa habis ngisi pas keluar malah ngisi awal  ,0,1
  tambah fitur tanggap balik direspon dinas kait komunikasi bangun 2 arah suwun  ,0,1
  isi camat menu daftar catin klik cari tetap  ,0,1
  padahal izin media  tetap  foto ekitir download  ,0,1
  upload foto pdhal aktifin kamera  ,0,1
  cukup bantu periksa puskesmas ambil no antri online jadi hadir sesuai waktu  ,1,0
  salah   data awal download daftar mbr stlah update malah daftar kembang instansi kait ayok baik anggar sedikit daftar pake nik data integrasi semua data sesuai nik jadi masuk menu perlu daftar pasu nik ayoo semangat jangan hambur hambur anggar penting pribadi golong surabaya hebat  ,1,1
  mantap  sekali  bagus perintah kota surabaya respon cepat mantap sekali  ,1,0
  baik layan cepat  ,1,0
   bantu kode odp isi padahal mengupload data isi mohon baik  ,1,1
  upload foto jadi lapor sich  ,0,1
  jelas pernah daftar terang nik pakai 1kali akses lupa pasword terang email daftar jelas sekali  ,0,1
  perlu baik total  ,0,1
  lapor sini blanko ktp taun kapan  tetap  habis padahal butuh baru ektp baru asn guru banyak kerja murid pulang jam 2 tambah kerja guru datang hati sabtu   ajar camat uang transport uang makan lembur boleh langgar atur jam kerja asn guru pas 40jam ditambahin luar jam kerja  ,0,1
  pakai mohon baik kalau sungguh  ,0,1
  eror berkas lengkap bingung    ,0,1
  ubah masuk walaupun isi user name pasword  ,0,1
  buka dispendukcapil ehhh lama ngentri data nik captcha bukan robot cepat hilang suruh ulang ulang  ,0,1
  alami susah unduh lihat dokumen mohon tingkat kendala sebut segera kalau tingkat update bintang teri terima kasih   ,0,1
  layan adu respon cepat lambat perlu tingkat antar instansi koordinasi kait adu masyarakat  ,0,1
  warga surabaya  bantu dg ingat cepat respon opd kait bpk walikota surabaya moga contoh kota kota bravo walikota surabaya  ,1,0
  aneh bin masuk akal baru daftar pernah daftar sekali lha kok muncul tulis daftar 2 akun login lha aku kan lagek kate daftar kok malah onok tulis koyok ngono iku seh cak akhire yo aku isok daftar iki yok opo iki cak  ,0,1
  siap launching masa daftar login  eror  padahal ambil nomor antre puskesmas e - health cepat ringan sak karepmu pak sak neng mu  ,0,1
  awal2 bagus lapor ditanggapin eh skrg nulis adu tiba2 history adu hilang padahal adu proses ditindaklanjuti cek ktnya  eror  history adu hilang akhir uninstall login login  padahal  username password benar bagaimana solusi jadi tau hasil lapor ke warga   baik  ,0,1
  daftar online puskesmas rumah sakit lewat hp selalu muncul server eror gilir lewat laptop donk   kyk gtu lewat google muncul tulis server eror  ,0,1
  lumayan komplit sulit login kali tera password nama salah baik layan kalau lupa password kasih macam kode otp via email  ,0,1
  sih respon siap launching kok siap daftar kendala makanya selesai dulu masalah launching  ,0,1
  daftar selalu  eror  pemberitahuan beberapa kali coba nik daftar padahal kk daftar ktp   bulan sekarang msih  eror   ,0,1
  punya kok masuk muncul tulis ecek baru   pdhal update muncul   masuk menu  ,0,1
   bagus manfaat sayang sekali lupa password   telpon kontak center angkat mohon jawab solusi krn  butuh thnks kota surabaya  ,1,1
  teri terima kasih  banyak berkat warga surabaya  bantu kemarin debat oknum lurah kait surat download adu masalah alhamdulillah selesai cepat teri terima kasih  banyak  ,1,0
    akte lahir kk sayang jadi unduh  ,0,1
  teri terima kasih   bantu adu cepat tanggap trima kasih pak eri  ,1,0
  dong kasih riwayat cahari habis daftar antri puskesmas cara online keluar nomor antri lupa screenshot download cari   daftar riwayat  ,0,1
  data mbr daftar parah punya rumah lolos jadi data mbr ikut tumpang orang tua lolos paraaaah lolos stiker tutup kertas kata malu lihat orang uang stiker warga miskin paraaaah paraaaah  ,0,1
  tanggap lanjut lama   proses  ,0,1
  update baru bug pilih opd tombol lanjut hilang padahal update mungkin baik thx  ,0,1
  baru daftar kok akun daftar jadi masa daftarin kader rt soal dulu kata daftarin   gtau   apa emang rt aneh  ,0,1
   bantu layan masyarakat surabaya  ,1,0
  paksa batal isi data pilih tahun lahir paling tua 1960 sedang lahir tahun 1941 tak isi benar  ,0,1
  daftar daftar susah padahal data masuk benar siap mohon baik teri terima kasih   ,0,1
  hati kalau lapor sini nyata jaga privasi tuju lapor baik nyata jadi selisih besar egois ketua rt rw -  ,0,1
  adu tugas bersih sampah kampung tampil  ,0,1
  kasih bintang 2 soal data sesuai   lurah download data mbrnya ubah jadi daftar hi hi hihiiii pemkot pemkot  ,0,1
  daftar akun jangan pake info pribadi detail dong pak jadi halang daftar lapor kadang aman anonim  ,0,1
  dokumen selesai download  ,0,1
  update versi baru malah menu adu buka terang muat data loading  ,0,1
   bagus sekali  ,1,0
  baik segera komplain kait sertifikat vaksin - 3 tombol upload ktp tombol bukti vaksin tekan teri terima kasih   ,0,1
   bagus bantu bagai tanya masalah selalu tanggap lewat media centernya pokok top  ,1,0
  kirim adu nulis panjang ehh kok malah gagal benah dulu donk maksimal operasi  ,0,1
  bagus sih sayang kalau bukan warga surabaya daftar meski kerja kos surabaya kalau memang campur data orang surabaya non surabaya mungkin   fitur daftar non surabaya  ,0,1
  bagaimana sih baru download daftar kok gagal kata nik daftar padahal   pernah daftar padahal baru kali download daftar lha kok tulis kn aneh  ,0,1
   bantu khusus warga surabaya  ,1,0
  daftar minta   pihak pemkot surabaya   perhati digitalisasi modern sukses lancar   warga surabaya terima kasih  ,0,1
  kesini kata laku adu perihal sertifikat vaksin blum muncul kasih bintang satu dulukalautanggap keluh sukses naik okey  ,0,1
  integrasi ehealt mohon   formnya jauh warga bagus moga jadi baik bantu warga kota surabaya  ,1,1
  bagus   warga surabaya cm responnya lambat kalau respon  cepat  max 1 jam lah respon soal kadang hari ikut baru respon  ,1,1
   bantu warga beri saran kritik keluh saran     bukti photo diupload jangan 1 max 5 photo jadi rinci thanks  ,1,1
  percuma kalau lari web hasil wkwkwk pemkotku  ,0,1
  parah lupa user name password solusi bikin akun baru  ,0,1
  daftar pake nik takut lupa mohon   mudah dong cukup gmail password daftar  ,0,1
  taik tak selalu arah isi dispenduk capil tiap kirim poto tak   tiap tahun data kerja pegawe dispenduk data tak invalid taik  ,0,1
  mya bagus  bantu sekali menu agam semkga depan tambah lengkap  ,1,0
  gaguna daftar  susah isi lengkap time out teruss  ,0,1
   eror  daftar fungsi buang biar jadi bahan langgar hukum  ,0,1
  kalau   lapor kok muat data loading kok menu tampil lapor      ,0,1
  kasih bintang satu dulu kalau saran kritik keluh warga surabaya fast respon bintang tambah  ,0,1
  e mutakhir data warga surabaya akses lihat  ,0,1
  pilih lokasi ribet kurang responsif loading peta lama  ,0,1
  melaporkam got salur air salur jadi air tampung jadi 1kalaumusim hujan begini banjir pak erii segera tinjau lewat warga   2 bulan tindak lanjut  ,0,1
  dulu lapor langsung tanggepin besok lgsg kerja skrg boro kerja lah tanggepin enggak   sedia awal gercep skrg lambat  ,0,1
  gabisa login hub wa   nanyakalaugabisa login dksh username pswrd  tetap  login   bantu mksh  ,0,1
  cepat tanggap via online moga cepat tanggap tindak lanjut proses lapang  ,1,0
  baru 2 minggu diinstall mnt diupdate kalau diupdate buka  ,0,1
  respon kait serifikat vaksin 1 keluar tanggap asli surabaya padahal rasa sulit  ,0,1
  sampah komplain ditindaklanjuti percuma diinstall buang2 kuota  ,0,1
  coba berkali2   daftar selalu  eror   ,0,1
   bantu respon cepat masalah jadi cepat  ,1,0
   bantu moga makin bagus depan  ,1,0
   eror  buka sedang butuh  ,0,1
  daftar pake nik cukup data rekam database perlu isi alamat lengkap  ,0,1
  login akun baru gabisa pak ery cahyadi mohon baik  ,0,1
   bagus mudah akses warga surabaya  ,1,0
  sedih registrasi malah nik temu padahal ktp surabaya mohon tanggap  ,0,1
   muas  ,1,0
   bagus login selalu gagal  ,1,1
  data mbr   lurah awal masuk dlm mbr update masuk dlm mbr dlakukan kece kk nik lurah mbr benar  ,0,1
  daftar  eror   ,0,1
    terang warga miskin baik ganti masyarakat hasil rendah mula  ,0,1
  bangun kota mulai rt rw tingkat lurah dlm rangka kendali banjir  ,0,1
  bikin akun awal nik warga surabaya malah tulis nik temu silah daftar akun nik surabaya tindak lanjut  ,0,1
  daftar nik daftar padahal warga surabaya bagaimana dong  ,0,1
    kode odpnya isi padahal syarat adu kode odpnya wajib isi mohon baik  ,0,1
  terkadang eror susah akses gagal kirim lapor  ,0,1
  warga  bantu bagai warga surabaya sistem keluh kampung dapat respon cepat baik sekali ucap terima kasih semua pihak bantu selesai keluh kampung maju sukses selalu pemkot surabaya  ,1,0
    lapor pertama lansung respon tpi   lapor blum respon sedikit kecewa kurang tanggap  ,0,1
   bagus bantu jalan tugas  ,1,0
  servernya erorr baru daftar ndak   mohon jelas  ,0,1
  tiap kali instal selalu hasil  ,0,1
  terlalu banyak semua fungsi aktif  ,0,1
  daftar akun baru kok muncul nik sesuai wilayah surabaya padahal nik ktp 357xxxxxxxxxx keliru  ,0,1
  cek status warga terima mbr fungsi  ,0,1
  birokrasi masalah jalan keluar masalah ndasmu sempal  ,0,1
  status selesai nyata  ,0,1
  maaf daftar simpan data kok gagal yaa time out  ,0,1
  daftar daftar selalu tulis eror bagaimana solusi  ,0,1
  saran lapor rahasia indetitasnya instansi dinas kait admin pemkot tahu alam kemarin lapor tindaklanjuti tlp pihak dinas kait tetap butuh selalu baik semangat pemkot selalu semangat cak eri  ,1,1
  respon cepat tugas lapang ramah ribet pungli maju surabaya ku sukses sehat selalu seluruh dinas kait sukses sehat selalu cak eri  ,1,0
  percuma lapor adu masalah selesai solusi tiba sesi tanggap gaji uang rakyat wajib layan masyarakat tulus bukan kerja absen pulang terima gaji  ,0,1
  bintang 1 dulu tahun ada     bantu anggur  ,0,1
  mohon kasih ganti kata password ganti password  ,0,1
  bagus lapor fasilitas publik surabaya  ,1,0
  warga bantu masalah direspon  ,1,0
   bantu sekali satu   banyak perlu  ,1,0
  tuju info jadi lapang cara cepat tepat  ,1,0
  bagus gampang kalau kelu kesah warga surabaya khusus  ,1,0
  unek2 maupun saran salur bahkan baik fasum sby penangananya  cepat moga surabaya tambah makin josss ilove srby  ,1,0
